Title,Author,Location,Highlight
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1623,"Lo que oculta la niebla es la negativa a identificar—⁠a escuchar⁠—las emociones y motivaciones a medida que aparecen, y la negativa a comunicártelas a ti mismo y a las personas cercanas a ti."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1625,mal humor significa algo. Un estado de ansiedad o de tristeza significa algo; y probablemente no sea algo que te vaya a gustar descubrir.
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1626,"Cuando consigues articular una emoción que has albergado desde hace tiempo sin expresarla, lo más probable es que llores: un reconocimiento de vulnerabilidad y dolor (que también son sentimientos que no gustan a la gente, sobre todo cuando desconfía y está enfadada)."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1632,"es un método de defensa, lo cual es más evidente: si consigues ahuyentar a alguien de algo que tú mismo no quieres descubrir, te facilita la vida en el presente. Por desgracia, si ese método de defensa fructifica, también entraña una gran decepción, por lo común acompañada de una sensación de abandono, soledad y autoengaño."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1636,"¿Cuál debe ser tu estrategia en esas condiciones? Muestra tu decepción siempre que alguien cercano a ti te aflija; permítete el lujo y el placer de estar resentido cuando te salga el tiro por la culata; asegúrate de estigmatizar con tu desaprobación a la persona que te haya atacado; oblígale a descubrir con la máxima dificultad posible qué ha hecho exactamente para decepcionarte; y, por último, deja que ande a tientas en la niebla que has generado a tu alrededor hasta que tropiece y se dé contra los puntiagudos bordes ocultos de tus preferencias y sueños no revelados."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1643,"Y aún tienes que vivir contigo mismo. A corto plazo, tal vez estés protegido de la revelación de tu insuficiencia porque te has negado a aclarar las cosas."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1644,"Cada ideal es como un juez, después de todo; el juez que dice: «No estás exhibiendo tu verdadero potencial». Sin ideales no hay juez. Pero el precio que se paga por ello es la falta de propósito. Es un precio alto. ¿No tienes propósito? Entonces no tienes emociones positivas, porque casi todo lo que nos hace avanzar con las esperanzas intactas es la experiencia de acercarnos a algo que necesitamos y queremos con fervor."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1649,"Si recalcas bien qué quieres y te comprometes a buscarlo, puede que no lo consigas. Pero si no lo recalcas, seguro que no lo conseguirás."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1651,"No te beneficiarás del inevitable aprendizaje que se produce cuando las cosas salen mal. Para dar con la tecla, a menudo hay que intentar algo, fracasar, recalibrar (con el nuevo conocimiento generado penosamente por el fracaso) y luego volverlo a intentar y a fracasar; a menudo ad nauseam."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1653,"Hay veces en que todo lo que has aprendido, imposible sin el fracaso, te hace ver que sería mejor apuntar tu ambición en otra dirección."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1657,"¿qué podrías o deberías hacer en vez de esconder cosas en la niebla? Admite tus sentimientos. Es algo peliagudo; no significa solo rendirse a ellos. Primero, nos da vergüenza abrigar—⁠y aún más comunicar⁠—sentimientos de ira o dolor (nos parecen poca cosa) debidos a la solitud, a la ansiedad por una posible nimiedad, o a los celos probablemente infundados."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1660,"Segundo, es inquietante barajar la posibilidad de que tus sentimientos, por más abrumadores y convincentes que sean, carezcan de fundamento y, sin tú saberlo, te estén llevando por un mal camino. Es posible que hayas malinterpretado por completo la situación, por razones de las que sigues en gran medida sin ser consciente."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1676,"Si te equivocas tienes que saberlo, porque no tiene sentido propagar errores que te causan dolor a ti y a otros y que interfieren con tu futuro. Es mejor averiguar la verdad—⁠dispersar la niebla⁠—y descubrir si los objetos afilados que temías que hubiera escondidos son reales o imaginarios."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1680,"Los hechos, a medida que se nos presentan, no solo nos informan de por qué ocurren."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1682,"la información de nuestra experiencia es latente, como el oro en las menas. Se debe extraer y pulir con gran esfuerzo, a menudo colaborando con otras personas, antes de poder usarla para mejorar el presente y el futuro."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1684,Cuando utilizamos bien nuestro pasado es cuando nos ayuda a repetir experiencias deseables y a evitar las indeseadas.
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1684,"Queremos saber lo que pasó, pero ante todo queremos saber por qué. El porqué es sabiduría. El porqué nos permite no tropezar una y otra vez con la misma piedra y, si tenemos suerte, nos ayuda a reeditar nuestros éxitos."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1704,"Al fin y al cabo, el camino al Santo Grial parte de lo más oscuro del bosque; y lo que necesitas sigue escondido donde menos te apetece buscar."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1737,"Si quieres hacerte indispensable en un sitio de trabajo o en cualquier comunidad, simplemente haz cosas útiles que no esté haciendo nadie más."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1743,"«Puede que no sea capaz de asumir algo tan importante», podrías objetar. ¿Y si empezaras a convertirte en una persona que sí fuera capaz? Podrías comenzar intentando resolver un problemita, algo que te carcoma y que creas que podrías arreglar."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1753,"Parece que el significado que mejor sustenta la vida se halla en la asunción de responsabilidad. Cuando las personas echan la vista atrás para ver lo que han conseguido, con suerte piensan: «Pues hice eso y sirvió para algo. No fue fácil, pero valió la pena»."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1755,Es extraña y paradójica la relación recíproca que subsiste entre el valor de algo y la dificultad para lograrlo.
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1763,"Porque, aunque suene extraño, no tiene gracia si puedes mover cualquier pieza adonde te dé la gana. Si puedes hacer cualquier jugada, deja de ser un juego. Ahora bien, una vez permites ciertas limitaciones, empieza el juego. Acéptalas, en términos más generales, como una parte necesaria del Ser y una parte deseable de la vida. Asume que, al aceptarlas, puedes trascenderlas. Así podrás jugar como es debido al restringido juego."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1770,"Al asumir la responsabilidad, podemos encontrar un camino que valga la pena; mejorar nuestro sino personal en términos psicológicos; y aliviar de verdad lo que ha ido fatal. Así matamos dos pájaros de un tiro."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1861,"Osiris, dios del orden, se desmorona."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1862,"Las cosas se derrumban cuando los idilios se vienen abajo, las carreras flaquean o los sueños preciados se desvanecen; cuando la desesperación, la ansiedad, la incertidumbre y la impotencia se manifiestan donde tendría que imperar el orden habitable; y cuando el nihilismo y el abismo hacen su temido acto de aparición y destruyen los valores deseables y estables de la vida actual."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1867,"La reina del inframundo, la diosa del caos, también es la fuerza de renovación eterna."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1885,"enfrentarse voluntariamente a un obstáculo que temes, odias o desprecias es curativo. Cuando decidimos afrontar lo que impide nuestro progreso necesario, nos volvemos más fuertes. Esto no significa «abarcar más de lo que se puede» (igual que «entrar voluntariamente en la batalla» no significa «buscar el conflicto a lo loco»)."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1888,"Es aconsejable asumir retos a un ritmo que precisamente obligue a estar alerta y fuerce el desarrollo del coraje, la habilidad y el talento, evitando la confrontación temeraria con lo que elude nuestra comprensión actual."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1891,"¿Lo que estás intentando hacer te impulsa adelante sin inspirarte demasiado miedo? ¿Te cautiva sin asfixiarte? ¿Levanta la losa del paso del tiempo? ¿Es útil para aquellos a quienes amas y, tal vez, hace algún bien a tus enemigos? Eso es la responsabilidad. Contén el mal. Reduce el sufrimiento."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1893,"Aborda la posibilidad que surge ante ti cada segundo vital con el deseo de mejorar las cosas, sea cual sea la losa con la que cargues, independientemente de la injusticia y la crueldad de la vida, que tantas veces parecen arbitrarias."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1967,"La gente quiere ser feliz, como es natural. Muchas veces he ansiado volver a sentir la felicidad—⁠sentirla en un momento dado⁠—, y no cabe duda de que no soy el único. Sin embargo, en mi opinión, no deberías perseguirla."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1969,"Si lo haces, caerás de pleno en el problema de la repetición, porque la felicidad es cosa del ahora."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1970,"Si ponemos a las personas en situaciones en que sienten un alud de emoción positiva, se centran en el ahora y se vuelven impulsivas.[65]"
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1975,"¿Cuál sería una alternativa más sofisticada a la felicidad? Imagina que sea vivir de acuerdo con el sentido de la responsabilidad, porque eso ordena las cosas en el futuro."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1976,"Imagina también que, para manifestar correctamente ese sentido de la responsabilidad, tengas que actuar de forma fiel, honesta, noble y acorde con un bien superior."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1977,"El bien superior sería la mejora simultánea de tu función y de la función de las personas a tu alrededor a lo largo del tiempo, como hemos comentado antes. Ese es el bien superior. Imagina que te propones eso a conciencia; que articulas esa propuesta como un objetivo explícito. Entonces surge la pregunta siguiente: «¿Cuál es la consecuencia psicológica de hacerlo?»."
